CookieID;medium;DaysLastVisits;Device;numVisits;TotalEvents;avgTime;UniqueEvents;UniquePageviews;Label
1024088393;(none);0;mobile;1;0;483;1;6;NonPurchaser
1024589484;(none);0;desktop;1;0;10;1;2;NonPurchaser
1025323295;(none);0;desktop;1;24;251;1;4;NonPurchaser
1025774072;(none);0;desktop;1;25;722;1;7;Purchase
1026038317;(none);0;mobile;1;26;326;1;7;NonPurchaser
1026625274;(none);0;desktop;1;0;13;1;2;NonPurchaser
1026665836;(none);0;desktop;1;0;172;1;3;NonPurchaser
1026984829;(none);0;desktop;1;38;1898;1;8;NonPurchaser
1027250121;(none);0;desktop;1;26;497;1;9;NonPurchaser
1027419478;(none);0;desktop;1;47;525;1;10;Purchase
1027603941;(none);0;desktop;1;8;89;1;5;NonPurchaser
1027830053;(none);0;mobile;1;0;187;1;3;NonPurchaser
1028988430;(none);0;tablet;1;48;968;1;12;NonPurchaser
1029046529;(none);0;mobile;1;0;0;1;1;NonPurchaser
1029770973;(none);0;mobile;1;0;485;1;1;NonPurchaser
103029383;(none);0;mobile;1;32;312;1;5;NonPurchaser
1030588384;(none);0;mobile;1;13;455;1;5;NonPurchaser
103066856;(none);0;mobile;1;0;13;1;2;NonPurchaser
1030823128;(none);0;mobile;1;0;321;1;2;NonPurchaser
1031128703;(none);0;tablet;1;13;150;1;4;NonPurchaser
1031257662;(none);0;mobile;1;16;396;1;3;NonPurchaser
1031350407;(none);0;mobile;1;0;1084;1;1;NonPurchaser
1031904163;(none);0;mobile;1;0;82;1;3;NonPurchaser
1032233774;(none);0;tablet;1;10;2221;1;6;NonPurchaser
1033107211;(none);0;desktop;1;36;220;1;10;NonPurchaser
1033318232;(none);0;desktop;1;10;62;1;4;NonPurchaser
1033546694;(none);0;mobile;1;1;99;1;4;NonPurchaser
1033633153;(none);0;mobile;1;13;532;1;4;NonPurchaser
1033780075;(none);0;mobile;1;0;34;1;3;NonPurchaser
1033899314;(none);0;desktop;1;13;112;1;5;NonPurchaser
1034109392;(none);0;mobile;1;10;390;1;3;NonPurchaser
1034207762;(none);0;mobile;1;0;19;1;2;NonPurchaser
1034397029;(none);0;mobile;1;6;171;1;5;NonPurchaser
1034646013;(none);0;mobile;1;0;101;1;1;NonPurchaser
1034656799;(none);0;mobile;1;0;31;1;2;NonPurchaser
1034977408;(none);0;mobile;1;0;184;1;8;NonPurchaser
103507154;(none);0;mobile;1;3;317;1;3;NonPurchaser
1035155598;(none);0;tablet;1;5;423;1;10;NonPurchaser
1035176035;(none);0;desktop;1;2;581;1;6;NonPurchaser
1035367548;(none);0;mobile;1;1;189;1;4;NonPurchaser
1036112017;(none);0;mobile;1;0;315;1;3;NonPurchaser
1036630893;(none);0;mobile;1;0;20;1;2;NonPurchaser
103676238;(none);0;mobile;1;18;642;1;6;NonPurchaser
103677178;(none);0;tablet;1;18;2024;1;7;NonPurchaser
1037203521;(none);0;mobile;1;0;77;1;1;NonPurchaser
1037319194;(none);0;tablet;1;11;2564;1;12;NonPurchaser
1037343123;(none);0;tablet;1;16;1649;1;7;NonPurchaser
1037502227;(none);0;mobile;1;8;276;1;5;NonPurchaser
1037997589;(none);0;desktop;1;20;1557;1;14;NonPurchaser
1038018212;(none);0;tablet;1;0;12;1;2;NonPurchaser
1038127148;(none);0;mobile;1;10;147;1;6;NonPurchaser
1038598182;(none);0;mobile;1;1;220;1;3;NonPurchaser
1038695052;(none);0;tablet;1;18;458;1;8;NonPurchaser
1038781922;(none);0;mobile;1;0;175;1;6;NonPurchaser
1038896913;(none);0;mobile;1;0;89;1;2;NonPurchaser
1039774762;(none);0;desktop;1;15;340;1;5;NonPurchaser
1039868123;(none);0;mobile;1;0;73;1;2;NonPurchaser
1040046323;(none);0;mobile;1;0;41;1;2;NonPurchaser
1040436307;(none);0;mobile;1;13;143;1;4;NonPurchaser
1040505219;(none);0;mobile;1;14;361;1;6;NonPurchaser
1040568126;(none);0;mobile;1;8;273;1;4;NonPurchaser
1042124766;(none);0;desktop;1;15;514;1;8;NonPurchaser
1042588561;(none);0;mobile;1;0;119;1;2;NonPurchaser
1043556051;(none);0;mobile;1;19;355;1;8;NonPurchaser
1044023735;(none);0;mobile;1;19;254;1;8;NonPurchaser
1044431508;(none);0;mobile;1;17;623;1;8;NonPurchaser
1044685734;(none);0;mobile;1;6;96;1;4;NonPurchaser
1045320303;(none);0;desktop;1;15;278;1;5;NonPurchaser
104575953;(none);0;tablet;1;91;575;1;9;NonPurchaser
1045857131;(none);0;mobile;1;18;1153;1;13;NonPurchaser
1045890111;(none);0;desktop;1;0;8;1;1;NonPurchaser
1046018190;(none);0;desktop;1;22;174;1;6;NonPurchaser
1046205599;(none);0;desktop;1;1;73;1;5;NonPurchaser
1046510096;(none);0;mobile;1;9;133;1;5;NonPurchaser
1046568997;(none);0;tablet;1;0;60;1;3;NonPurchaser
1047180739;(none);0;mobile;1;2;147;1;4;NonPurchaser
1047397332;(none);0;mobile;1;25;1390;1;7;NonPurchaser
1047644972;(none);0;mobile;1;0;25;1;1;NonPurchaser
1047930707;(none);0;tablet;1;0;82;1;3;NonPurchaser
1048282293;(none);0;mobile;1;7;135;1;4;NonPurchaser
1048679825;(none);0;desktop;1;0;3;1;2;NonPurchaser
1048808702;(none);0;desktop;1;197;4251;1;22;NonPurchaser
1049652964;(none);0;mobile;1;11;186;1;8;NonPurchaser
1049819732;(none);0;mobile;1;8;308;1;5;NonPurchaser
1051351380;(none);0;desktop;1;0;102;1;2;NonPurchaser
1052006834;(none);0;tablet;1;0;45;1;2;NonPurchaser
105226707;(none);0;mobile;1;75;309;1;9;NonPurchaser
1053100304;(none);0;mobile;1;13;368;1;9;NonPurchaser
1053635612;(none);0;desktop;1;13;744;1;4;NonPurchaser
1053795191;(none);0;mobile;1;27;375;1;7;NonPurchaser
1054102707;(none);0;mobile;1;0;19;1;2;NonPurchaser
1055395301;(none);0;mobile;1;0;52;1;2;NonPurchaser
1056092027;(none);0;mobile;1;0;11;1;2;NonPurchaser
1056653181;(none);0;mobile;1;1;77;1;4;NonPurchaser
1056743654;(none);0;mobile;1;9;280;1;6;NonPurchaser
105713012;(none);0;mobile;1;0;270;1;7;NonPurchaser
1057134712;(none);0;mobile;1;0;361;1;3;NonPurchaser
1057172328;(none);0;mobile;1;15;164;1;5;NonPurchaser
1057259611;(none);0;tablet;1;9;453;1;3;NonPurchaser
1057541586;(none);0;mobile;1;0;153;1;4;NonPurchaser
1057798275;(none);0;desktop;1;59;221;1;6;NonPurchaser
1057800824;(none);0;mobile;1;0;238;1;4;NonPurchaser
1057997255;(none);0;mobile;1;36;695;1;7;NonPurchaser
1058275194;(none);0;desktop;1;7;110;1;4;NonPurchaser
1058517177;(none);0;mobile;1;0;617;1;2;NonPurchaser
1058835271;(none);0;tablet;1;0;150;1;4;NonPurchaser
1059451142;(none);0;desktop;1;12;2048;1;10;NonPurchaser
1059465501;(none);0;desktop;1;29;264;1;4;NonPurchaser
1059830760;(none);0;desktop;1;101;3116;1;12;NonPurchaser
1060618490;(none);0;desktop;1;54;543;1;10;Purchase
1060640414;(none);0;desktop;1;8;95;1;5;NonPurchaser
1060866759;(none);0;desktop;1;0;462;1;1;NonPurchaser
1060899389;(none);0;desktop;1;18;900;1;5;NonPurchaser
1061285974;(none);0;desktop;1;0;84;1;4;NonPurchaser
1061811692;(none);0;mobile;1;0;12;1;2;NonPurchaser
1061832959;(none);0;mobile;1;0;68;1;4;NonPurchaser
1062734316;(none);0;mobile;1;0;85;1;4;NonPurchaser
1062836149;(none);0;desktop;1;12;181;1;5;NonPurchaser
106286415;(none);0;tablet;1;3;467;1;2;NonPurchaser
1063082255;(none);0;desktop;1;20;1556;1;7;Purchase
1063284725;(none);0;tablet;1;13;132;1;4;NonPurchaser
1063964895;(none);0;mobile;1;15;509;1;7;NonPurchaser
106434149;(none);0;mobile;1;0;66;1;3;NonPurchaser
1064485546;(none);0;desktop;1;21;226;1;5;NonPurchaser
1064530192;(none);0;desktop;1;67;1554;1;9;NonPurchaser
1064530410;(none);0;desktop;1;52;780;1;15;Purchase
106465298;(none);0;mobile;1;16;167;1;8;NonPurchaser
1064711350;(none);0;desktop;1;27;449;1;10;NonPurchaser
1064930009;(none);0;mobile;1;6;259;1;6;NonPurchaser
1065295764;(none);0;desktop;1;9;61;1;4;NonPurchaser
1065307007;(none);0;desktop;1;16;806;1;6;NonPurchaser
1066520379;(none);0;tablet;1;8;117;1;4;NonPurchaser
1066978218;(none);0;desktop;1;37;592;1;7;NonPurchaser
1067528810;(none);0;desktop;1;12;107;1;4;NonPurchaser
1068055896;(none);0;desktop;1;12;611;1;6;NonPurchaser
1068276632;(none);0;tablet;1;29;308;1;6;NonPurchaser
1068380045;(none);0;desktop;1;0;109;1;2;NonPurchaser
1068416616;(none);0;desktop;1;4;133;1;4;NonPurchaser
1069025478;(none);0;mobile;1;0;24;1;3;NonPurchaser
1069300747;(none);0;tablet;1;0;0;1;1;NonPurchaser
1071172835;(none);0;desktop;1;15;266;1;6;NonPurchaser
1071425856;(none);0;tablet;1;12;126;1;3;NonPurchaser
1071692492;(none);0;mobile;1;9;222;1;6;NonPurchaser
1072103713;(none);0;mobile;1;27;385;1;6;NonPurchaser
1072248953;(none);0;mobile;1;1;225;1;6;NonPurchaser
1072412525;(none);0;mobile;1;86;2693;1;21;NonPurchaser
1074017055;(none);0;mobile;1;0;415;1;7;NonPurchaser
1074320960;(none);0;mobile;1;0;194;1;3;NonPurchaser
1074605653;(none);0;tablet;1;24;1399;1;10;NonPurchaser
1074780312;(none);0;mobile;1;15;2020;1;8;NonPurchaser
1075262684;(none);0;tablet;1;4;460;1;7;NonPurchaser
1075333030;(none);0;desktop;1;0;31;1;2;NonPurchaser
1075464671;(none);0;mobile;1;58;1942;1;17;NonPurchaser
1076305982;(none);0;mobile;1;5;1303;1;9;NonPurchaser
1076380311;(none);0;desktop;1;8;151;1;4;NonPurchaser
1076511733;(none);0;desktop;1;30;1182;1;11;NonPurchaser
1078027813;(none);0;desktop;1;35;421;1;7;NonPurchaser
1078437870;(none);0;mobile;1;0;25;1;3;NonPurchaser
1079130831;(none);0;desktop;1;35;634;1;8;NonPurchaser
1080084964;(none);0;mobile;1;1;358;1;5;NonPurchaser
1080284976;(none);0;mobile;1;26;262;1;8;NonPurchaser
108033661;(none);0;desktop;1;9;196;1;9;NonPurchaser
1080437694;(none);0;desktop;1;9;106;1;5;NonPurchaser
108098739;(none);0;mobile;1;7;170;1;6;NonPurchaser
1081393301;(none);0;mobile;1;0;95;1;2;NonPurchaser
1081599614;(none);0;mobile;1;5;425;1;2;NonPurchaser
108185627;(none);0;mobile;1;0;38;1;3;NonPurchaser
1081916578;(none);0;desktop;1;0;426;1;8;NonPurchaser
1081921240;(none);0;mobile;1;8;436;1;8;NonPurchaser
108259042;(none);0;mobile;1;0;11;1;2;NonPurchaser
1083485019;(none);0;desktop;1;14;157;1;4;NonPurchaser
1083866893;(none);0;desktop;1;7;33;1;4;Purchase
1085478021;(none);0;mobile;1;0;40;1;3;NonPurchaser
1085668106;(none);0;mobile;1;0;40;1;3;NonPurchaser
1085727057;(none);0;tablet;1;16;517;2;9;NonPurchaser
1085968189;(none);0;tablet;1;10;82;1;4;NonPurchaser
1086019915;(none);0;mobile;1;26;2084;1;8;NonPurchaser
108648228;(none);0;mobile;1;11;156;1;4;NonPurchaser
1087249722;(none);0;desktop;1;1;101;1;3;NonPurchaser
1087340616;(none);0;desktop;1;14;550;1;7;NonPurchaser
1087592523;(none);0;mobile;1;0;36;1;2;NonPurchaser
1088017059;(none);0;mobile;1;15;181;1;4;NonPurchaser
1088050575;(none);0;desktop;1;23;246;1;6;NonPurchaser
1088146595;(none);0;desktop;1;0;86;1;1;NonPurchaser
1088285249;(none);0;desktop;1;14;41;1;4;NonPurchaser
1088487718;(none);0;mobile;1;9;73;1;5;NonPurchaser
1088578559;(none);0;tablet;1;6;120;1;3;NonPurchaser
1088652572;(none);0;tablet;1;12;240;1;7;NonPurchaser
1089039737;(none);0;desktop;1;21;358;1;4;Purchase
108911790;(none);0;mobile;1;7;296;1;6;NonPurchaser
1089382337;(none);0;mobile;1;20;417;1;7;NonPurchaser
1089540300;(none);0;desktop;1;16;428;1;4;NonPurchaser
1089663906;(none);0;mobile;1;0;173;1;3;NonPurchaser
1090621667;(none);0;tablet;1;0;30;1;2;NonPurchaser
1090768647;(none);0;mobile;1;5;314;1;8;NonPurchaser
1091028237;(none);0;desktop;1;22;698;1;9;NonPurchaser
1091647966;(none);0;desktop;1;10;203;1;3;NonPurchaser
1091680114;(none);0;mobile;1;18;206;1;7;NonPurchaser
1091807553;(none);0;desktop;1;7;139;1;2;NonPurchaser
1091894637;(none);0;mobile;1;18;462;1;8;NonPurchaser
1091970489;(none);0;mobile;1;16;594;1;9;NonPurchaser
1092298628;(none);0;desktop;1;15;116;1;4;NonPurchaser
1092362745;(none);0;mobile;1;0;159;1;3;NonPurchaser
1092559834;(none);0;mobile;1;0;9;1;2;NonPurchaser
1092759239;(none);0;mobile;1;0;0;1;1;NonPurchaser
1092865403;(none);0;desktop;1;1;28;1;3;NonPurchaser
1093406290;(none);0;mobile;1;6;255;1;5;NonPurchaser
1093596675;(none);0;tablet;1;0;749;1;2;NonPurchaser
1093721720;(none);0;mobile;1;0;58;1;2;NonPurchaser
1094355913;(none);0;desktop;1;14;598;1;6;NonPurchaser
1095051313;(none);0;tablet;1;24;816;1;6;NonPurchaser
1095462131;(none);0;tablet;1;0;63;1;4;NonPurchaser
1095495939;(none);0;mobile;1;0;14;1;2;NonPurchaser
1096317312;(none);0;tablet;1;2;336;1;8;NonPurchaser
1096549424;(none);0;tablet;1;9;89;1;4;NonPurchaser
1096646850;(none);0;desktop;1;30;1701;1;5;NonPurchaser
1096837335;(none);0;mobile;1;0;216;1;2;NonPurchaser
1097070376;(none);0;mobile;1;10;140;1;4;NonPurchaser
109723187;(none);0;desktop;1;0;25;1;2;NonPurchaser
1097419776;(none);0;mobile;1;14;390;1;5;NonPurchaser
109758432;(none);0;desktop;1;7;46;1;3;Purchase
1097861056;(none);0;mobile;1;0;321;1;3;NonPurchaser
1098185711;(none);0;mobile;1;20;221;1;6;NonPurchaser
1098283651;(none);0;mobile;1;0;71;1;2;NonPurchaser
1098632316;(none);0;tablet;1;0;24;1;2;NonPurchaser
1098721314;(none);0;mobile;1;0;16;1;3;NonPurchaser
109881736;(none);0;tablet;1;4;1015;1;7;NonPurchaser
1099403071;(none);0;mobile;1;0;467;1;1;NonPurchaser
109950390;(none);0;desktop;1;12;1289;1;6;NonPurchaser
1099533384;(none);0;desktop;1;26;571;1;5;NonPurchaser
1099805767;(none);0;mobile;1;0;949;1;6;NonPurchaser
1100108820;(none);0;mobile;1;2;237;1;4;NonPurchaser
1100374705;(none);0;mobile;1;16;523;1;11;NonPurchaser
1101054138;(none);0;mobile;1;0;70;1;3;NonPurchaser
1101180456;(none);0;mobile;1;13;178;1;8;NonPurchaser
1102530487;(none);0;desktop;1;27;527;1;10;NonPurchaser
1103133371;(none);0;desktop;1;91;2328;1;13;NonPurchaser
1103335563;(none);0;mobile;1;0;1623;1;3;NonPurchaser
110334555;(none);0;desktop;1;62;1306;1;9;Purchase
1103703501;(none);0;mobile;1;0;25;1;3;NonPurchaser
1104091050;(none);0;desktop;1;0;16;1;2;NonPurchaser
1104226308;(none);0;mobile;1;31;466;1;8;NonPurchaser
1104332508;(none);0;desktop;1;120;987;1;6;NonPurchaser
1104575048;(none);0;desktop;1;28;853;1;5;NonPurchaser
1106092673;(none);0;desktop;1;0;189;1;3;NonPurchaser
110612692;(none);0;desktop;1;0;139;1;3;NonPurchaser
1106209904;(none);0;tablet;1;0;331;1;5;NonPurchaser
1107147852;(none);0;mobile;1;5;1340;1;6;NonPurchaser
1107215548;(none);0;desktop;1;22;425;1;5;NonPurchaser
1107859380;(none);0;mobile;1;1;85;1;5;NonPurchaser
110812206;(none);0;desktop;1;76;164;1;5;NonPurchaser
1108284239;(none);0;mobile;1;108;472;1;5;NonPurchaser
1108800795;(none);0;mobile;1;0;327;1;3;NonPurchaser
1108928209;(none);0;mobile;1;0;181;1;1;NonPurchaser
1109988485;(none);0;mobile;1;19;352;1;8;NonPurchaser
1110092526;(none);0;desktop;1;27;655;1;7;NonPurchaser
1110508193;(none);0;tablet;1;6;370;1;3;NonPurchaser
1110640190;(none);0;mobile;1;5;69;1;4;NonPurchaser
1110888631;(none);0;desktop;1;26;241;1;6;NonPurchaser
1110970640;(none);0;desktop;1;43;961;1;5;NonPurchaser
111103502;(none);0;mobile;1;0;28;1;3;NonPurchaser
1111311132;(none);0;tablet;1;0;196;1;2;NonPurchaser
1111400032;(none);0;tablet;1;0;2189;1;8;NonPurchaser
1111982782;(none);0;mobile;1;17;443;1;9;NonPurchaser
1112054507;(none);0;mobile;1;14;992;1;6;NonPurchaser
1112538951;(none);0;desktop;1;10;228;1;7;NonPurchaser
1112561151;(none);0;mobile;1;0;10;1;2;NonPurchaser
1112858095;(none);0;desktop;1;51;543;1;7;NonPurchaser
1113126554;(none);0;mobile;1;2;406;1;3;NonPurchaser
1113482847;(none);0;mobile;1;0;105;1;3;NonPurchaser
1113748837;(none);0;tablet;1;8;121;1;4;NonPurchaser
1113850919;(none);0;desktop;1;16;463;1;6;NonPurchaser
1114082908;(none);0;tablet;1;2;91;1;3;NonPurchaser
1114275164;(none);0;mobile;1;14;1021;1;8;NonPurchaser
1114570503;(none);0;desktop;1;12;273;1;4;NonPurchaser
1115019062;(none);0;mobile;1;14;170;1;6;NonPurchaser
111502655;(none);0;mobile;1;0;12;1;2;NonPurchaser
1115044698;(none);0;desktop;1;1;209;1;4;NonPurchaser
1115060341;(none);0;mobile;1;16;205;1;8;NonPurchaser
1115097628;(none);0;tablet;1;11;502;1;7;NonPurchaser
1115303810;(none);0;desktop;1;46;641;1;10;NonPurchaser
1116781195;(none);0;desktop;1;25;487;1;8;NonPurchaser
1116827105;(none);0;mobile;1;0;44;1;1;NonPurchaser
1117410230;(none);0;desktop;1;0;27;1;3;NonPurchaser
1117630104;(none);0;desktop;1;0;5;1;2;NonPurchaser
1117647736;(none);0;tablet;1;10;158;1;4;NonPurchaser
1117773584;(none);0;desktop;1;10;180;1;5;NonPurchaser
1117904745;(none);0;mobile;1;34;683;1;12;NonPurchaser
1117914201;(none);0;desktop;1;14;1082;1;9;Purchase
1118218494;(none);0;mobile;1;9;232;1;4;NonPurchaser
1118362728;(none);0;mobile;1;6;103;1;5;NonPurchaser
1118505468;(none);0;desktop;1;23;287;1;4;NonPurchaser
1120065992;(none);0;mobile;1;11;139;1;8;NonPurchaser
1120367660;(none);0;mobile;1;3;136;1;6;NonPurchaser
1121160188;(none);0;mobile;1;1;251;1;4;NonPurchaser
1123467016;(none);0;desktop;1;30;861;1;10;NonPurchaser
1124041787;(none);0;mobile;1;0;69;1;2;NonPurchaser
1124091608;(none);0;mobile;1;0;143;1;2;NonPurchaser
1124248647;(none);0;mobile;1;13;413;1;9;NonPurchaser
1124765768;(none);0;mobile;1;0;108;1;4;NonPurchaser
1125679493;(none);0;mobile;1;33;1062;1;13;NonPurchaser
1126420764;(none);0;tablet;1;4;28;1;3;NonPurchaser
1126461411;(none);0;mobile;1;0;235;1;5;NonPurchaser
112669087;(none);0;tablet;1;2;23;1;3;NonPurchaser
1126918957;(none);0;tablet;1;0;20;1;3;NonPurchaser
1126966586;(none);0;desktop;1;0;33;1;3;NonPurchaser
112706294;(none);0;mobile;1;4;630;1;14;NonPurchaser
1127808341;(none);0;mobile;1;5;510;1;4;NonPurchaser
1128218052;(none);0;tablet;1;19;574;1;10;NonPurchaser
112822748;(none);0;mobile;1;17;324;1;9;NonPurchaser
1128784042;(none);0;desktop;1;9;294;1;7;NonPurchaser
1128846419;(none);0;mobile;1;0;323;1;5;NonPurchaser
112923032;(none);0;desktop;1;14;255,5;2;9;Purchase
1129287219;(none);0;mobile;1;4;103;1;2;NonPurchaser
1129498459;(none);0;mobile;1;0;14;1;2;NonPurchaser
1129708774;(none);0;desktop;1;75;705;1;9;NonPurchaser
1129733938;(none);0;desktop;1;18;232;1;6;NonPurchaser
1130113916;(none);0;tablet;1;0;14;1;2;NonPurchaser
1130408830;(none);0;desktop;1;1;760;1;5;NonPurchaser
1130457122;(none);0;desktop;1;0;253;1;3;NonPurchaser
1130949875;(none);0;mobile;1;0;175;1;2;NonPurchaser
1131010139;(none);0;tablet;1;1;146;1;3;NonPurchaser
1131045532;(none);0;mobile;1;0;7;1;2;NonPurchaser
1131809673;(none);0;desktop;1;35;398;1;9;NonPurchaser
1131874739;(none);0;mobile;1;10;302;1;10;NonPurchaser
1132712922;(none);0;tablet;1;7;139;1;5;NonPurchaser
1132987115;(none);0;mobile;1;23;466;1;8;NonPurchaser
1133259438;(none);0;mobile;1;52;380;1;10;NonPurchaser
1133346519;(none);0;desktop;1;0;172;1;3;NonPurchaser
1133576581;(none);0;mobile;1;21;2259;1;11;NonPurchaser
1133647058;(none);0;mobile;1;0;808;1;5;NonPurchaser
1133957067;(none);0;desktop;1;15;1885;1;7;Purchase
1134190985;(none);0;tablet;1;41;2344;1;10;NonPurchaser
1134604813;(none);0;mobile;1;7;146;1;6;NonPurchaser
1134830305;(none);0;tablet;1;59;1124;1;15;NonPurchaser
1134958860;(none);0;mobile;1;0;11;1;2;NonPurchaser
113562642;(none);0;mobile;1;0;15;1;2;NonPurchaser
1135635499;(none);0;mobile;1;0;52;1;2;NonPurchaser
113598884;(none);0;desktop;1;29;451;1;13;NonPurchaser
113604946;(none);0;mobile;1;11;1179;1;8;NonPurchaser
1136355646;(none);0;desktop;1;8;344;1;5;NonPurchaser
1136426544;(none);0;desktop;1;21;878;1;5;NonPurchaser
1136526874;(none);0;mobile;1;0;163;1;3;NonPurchaser
1136772028;(none);0;desktop;1;4;54;1;3;NonPurchaser
1136835742;(none);0;mobile;1;9;159;1;5;NonPurchaser
1137498435;(none);0;mobile;1;0;98;1;5;NonPurchaser
1137700389;(none);0;desktop;1;32;423;1;9;Purchase
1137938887;(none);0;desktop;1;23;964;1;7;NonPurchaser
1137950219;(none);0;desktop;1;12;180;1;4;NonPurchaser
